"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"4768",56,"technician","married","unknown","unknown","yes","yes","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4769",22,"services","single","professional.course","no","no","no","cellular","jul","tue",1,999,1,"failure",-1.7,94.215,-40.3,0.835,4991.6,"yes"
"4770",55,"entrepreneur","married","professional.course","unknown","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4771",30,"services","married","high.school","no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"4772",51,"technician","married","basic.6y","unknown","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"4773",55,"blue-collar","married","basic.9y","unknown","no","yes","cellular","may","tue",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes"
"4774",44,"management","married","high.school","unknown","no","no","telephone","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4775",48,"admin.","single","university.degree","no","yes","no","cellular","may","wed",4,999,1,"failure",-1.8,93.876,-40,0.672,5008.7,"no"
"4776",33,"technician","divorced","high.school","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4777",56,"blue-collar","married","professional.course","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4778",31,"self-employed","married","university.degree","no","yes","no","cellular","aug","wed",10,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"4779",44,"blue-collar","divorced","basic.4y","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4780",37,"technician","single","high.school","no","unknown","unknown","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"4781",46,"admin.","married","high.school","unknown","no","no","telephone","jun","tue",6,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"4782",70,"retired","married","basic.4y","no","no","no","cellular","apr","wed",2,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"yes"
"4783",54,"technician","single","high.school","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"4784",42,"management","married","university.degree","no","yes","yes","cellular","oct","mon",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.731,5017.5,"no"
"4785",30,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4786",36,"admin.","married","university.degree","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4787",55,"housemaid","married","university.degree","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"4788",36,"admin.","married","university.degree","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"4789",47,"technician","single","professional.course","unknown","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"4790",54,"technician","married","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4791",32,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"4792",37,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"4793",34,"technician","divorced","university.degree","no","no","no","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes"
"4794",54,"technician","married","basic.6y","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4795",42,"technician","married","university.degree","no","no","yes","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"4796",33,"admin.","single","high.school","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"4797",27,"services","married","high.school","unknown","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"4798",44,"admin.","divorced","university.degree","unknown","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4799",41,"blue-collar","married","basic.4y","unknown","yes","no","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"4800",43,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"4801",55,"retired","married","basic.4y","unknown","yes","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4802",46,"admin.","married","university.degree","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"4803",37,"blue-collar","single","professional.course","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"4804",41,"admin.","married","university.degree","no","yes","yes","telephone","jun","thu",4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"4805",60,"admin.","married","professional.course","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
"4806",59,"retired","single","professional.course","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4807",38,"technician","single","professional.course","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4808",48,"blue-collar","married","basic.9y","unknown","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"4809",27,"admin.","single","university.degree","no","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4810",52,"admin.","married","university.degree","no","yes","no","cellular","jun","fri",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
"4811",52,"technician","married","professional.course","unknown","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"4812",36,"technician","married","university.degree","no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"4813",36,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"4814",39,"management","married","university.degree","no","yes","no","telephone","nov","fri",7,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"4815",34,"admin.","single","university.degree","no","yes","no","cellular","mar","tue",1,6,3,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
"4816",45,"management","divorced","high.school","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
"4817",27,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"4818",32,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"4819",59,"technician","married","high.school","unknown","no","no","telephone","jul","thu",8,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"4820",38,"technician","married","professional.course","no","yes","yes","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4821",38,"unemployed","married","basic.4y","unknown","yes","no","telephone","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"4822",51,"entrepreneur","married","basic.6y","unknown","no","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4823",39,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"4824",45,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"4825",33,"unemployed","divorced","professional.course","no","unknown","unknown","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"4826",51,"services","married","high.school","unknown","yes","no","telephone","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"4827",34,"services","married","high.school","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"4828",69,"unknown","married","university.degree","no","yes","yes","cellular","sep","tue",2,3,1,"success",-3.4,92.379,-29.8,0.77,5017.5,"no"
"4829",31,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"4830",41,"technician","single","university.degree","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4831",19,"student","single","unknown","no","yes","yes","cellular","apr","tue",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"4832",33,"blue-collar","married","professional.course","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4833",51,"admin.","married","professional.course","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4834",25,"admin.","married","high.school","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"4835",47,"admin.","divorced","university.degree","unknown","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"4836",30,"technician","single","university.degree","no","no","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"4837",29,"services","married","high.school","no","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4838",58,"entrepreneur","married","basic.4y","no","yes","no","telephone","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"4839",31,"admin.","single","professional.course","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4840",37,"technician","married","professional.course","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4841",48,"blue-collar","divorced","professional.course","no","yes","no","cellular","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"4842",32,"admin.","single","professional.course","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",-2.9,92.469,-33.6,1.029,5076.2,"no"
"4843",44,"blue-collar","married","basic.4y","no","yes","yes","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"4844",46,"management","married","university.degree","unknown","no","no","cellular","apr","fri",3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"4845",34,"services","married","high.school","no","no","no","cellular","jul","wed",11,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4846",26,"admin.","single","basic.9y","no","yes","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"4847",31,"admin.","married","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"4848",24,"services","single","high.school","no","yes","no","cellular","apr","tue",1,999,1,"failure",-1.8,93.075,-47.1,1.423,5099.1,"yes"
"4849",45,"blue-collar","married","basic.6y","no","no","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"4850",33,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4851",26,"student","single","university.degree","no","yes","no","cellular","jun","thu",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
"4852",49,"admin.","married","high.school","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4853",46,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4854",35,"admin.","single","basic.4y","unknown","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4855",36,"admin.","divorced","university.degree","no","no","yes","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"4856",59,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","mon",7,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4857",32,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no"
"4858",44,"technician","married","university.degree","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4859",41,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","tue",13,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"4860",57,"retired","single","high.school","no","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4861",30,"technician","married","basic.9y","no","no","no","cellular","may","wed",4,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"4862",31,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4863",43,"technician","divorced","professional.course","unknown","unknown","unknown","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"4864",30,"student","married","university.degree","no","yes","no","cellular","aug","mon",3,3,1,"success",-2.9,92.201,-31.4,0.821,5076.2,"yes"
"4865",60,"management","married","university.degree","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4866",23,"admin.","single","high.school","no","no","no","telephone","jul","thu",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.899,4991.6,"no"
"4867",31,"blue-collar","married","basic.6y","no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"4868",49,"admin.","single","high.school","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"4869",39,"admin.","married","university.degree","no","yes","no","telephone","jun","tue",12,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"4870",35,"technician","divorced","high.school","unknown","yes","no","telephone","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4871",32,"services","married","high.school","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"yes"
"4872",23,"admin.","single","high.school","no","no","no","cellular","may","fri",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"4873",36,"technician","single","university.degree","no","no","no","telephone","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"4874",36,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"4875",58,"housemaid","married","professional.course","no","yes","no","cellular","aug","tue",10,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4876",53,"blue-collar","married","professional.course","no","no","yes","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"4877",31,"admin.","single","university.degree","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"no"
"4878",40,"management","married","university.degree","no","no","no","telephone","may","thu",5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"4879",33,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"4880",49,"admin.","single","basic.9y","no","yes","yes","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"4881",43,"admin.","married","university.degree","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"4882",31,"admin.","single","university.degree","unknown","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4883",58,"housemaid","married","basic.4y","unknown","no","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"4884",39,"blue-collar","married","basic.6y","no","yes","no","telephone","jul","fri",1,14,1,"success",-1.7,94.215,-40.3,0.79,4991.6,"no"
"4885",48,"blue-collar","married","basic.6y","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4886",46,"blue-collar","married","high.school","unknown","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4887",35,"unemployed","married","university.degree","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4888",28,"services","single","high.school","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"4889",44,"technician","married","unknown","no","no","yes","cellular","oct","tue",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"no"
"4890",32,"blue-collar","divorced","basic.9y","no","yes","no","telephone","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
"4891",46,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"4892",19,"student","single","basic.9y","no","yes","no","telephone","aug","mon",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"no"
"4893",25,"entrepreneur","single","basic.9y","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"4894",32,"blue-collar","married","basic.9y","no","no","yes","telephone","may","tue",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"4895",39,"entrepreneur","married","high.school","no","unknown","unknown","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
"4896",53,"housemaid","divorced","basic.6y","unknown","unknown","unknown","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"4897",31,"admin.","married","university.degree","no","yes","no","cellular","oct","thu",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.754,5017.5,"no"
"4898",53,"management","married","university.degree","no","yes","no","cellular","aug","mon",12,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4899",38,"blue-collar","married","high.school","unknown","yes","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"4900",22,"unemployed","single","high.school","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes"
"4901",33,"unemployed","single","basic.9y","no","yes","no","telephone","aug","tue",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.889,4991.6,"no"
"4902",20,"student","single","high.school","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"4903",33,"admin.","married","university.degree","no","yes","no","cellular","sep","thu",2,999,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,"yes"
"4904",36,"housemaid","married","basic.4y","no","yes","yes","cellular","jul","mon",6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4905",51,"technician","married","basic.9y","unknown","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4906",34,"admin.","single","university.degree","no","no","yes","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"4907",35,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
"4908",45,"blue-collar","married","basic.6y","unknown","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"4909",48,"technician","married","high.school","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4910",39,"housemaid","married","high.school","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4911",74,"retired","married","unknown","no","yes","yes","cellular","oct","wed",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"yes"
"4912",29,"unemployed","single","university.degree","no","no","no","telephone","jun","fri",17,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"4913",53,"admin.","married","basic.9y","no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"4914",36,"admin.","divorced","high.school","no","yes","no","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"4915",37,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"4916",37,"admin.","married","high.school","no","no","no","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4917",28,"admin.","married","university.degree","no","unknown","unknown","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4918",56,"entrepreneur","married","university.degree","unknown","no","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"4919",35,"services","divorced","high.school","no","yes","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"4920",32,"blue-collar","divorced","professional.course","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4921",45,"management","married","university.degree","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"4922",34,"unemployed","married","university.degree","no","yes","no","telephone","sep","mon",5,999,0,"nonexistent",-1.1,94.199,-37.5,0.882,4963.6,"no"
"4923",48,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes"
"4924",47,"admin.","single","university.degree","no","no","yes","telephone","jul","fri",9,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"4925",37,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"4926",71,"retired","single","university.degree","no","yes","no","cellular","aug","thu",1,6,2,"failure",-2.9,92.201,-31.4,0.851,5076.2,"yes"
"4927",37,"self-employed","divorced","professional.course","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"4928",35,"technician","married","professional.course","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"4929",44,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"4930",56,"unemployed","divorced","basic.4y","no","no","no","cellular","mar","wed",1,999,0,"nonexistent",-1.8,93.369,-34.8,0.634,5008.7,"yes"
"4931",47,"blue-collar","married","university.degree","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4932",59,"entrepreneur","married","basic.9y","no","yes","yes","telephone","may","wed",10,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4933",33,"technician","married","professional.course","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"4934",42,"blue-collar","single","basic.9y","no","unknown","unknown","telephone","may","tue",5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"4935",51,"blue-collar","married","basic.4y","no","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"4936",31,"admin.","single","university.degree","no","no","yes","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"4937",36,"management","married","university.degree","no","no","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"4938",35,"admin.","married","university.degree","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
"4939",52,"blue-collar","married","unknown","unknown","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4940",51,"admin.","married","university.degree","no","no","yes","cellular","jul","fri",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.861,4991.6,"yes"
"4941",32,"services","single","basic.9y","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"4942",31,"admin.","divorced","university.degree","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"4943",32,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",4,999,0,"nonexistent",-2.9,92.469,-33.6,1.018,5076.2,"no"
"4944",57,"retired","married","basic.4y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"4945",33,"admin.","married","university.degree","no","no","no","telephone","may","wed",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4946",37,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"4947",32,"blue-collar","married","basic.6y","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"4948",30,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"4949",29,"technician","single","professional.course","no","yes","no","telephone","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"4950",49,"blue-collar","married","basic.4y","no","yes","yes","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"4951",30,"blue-collar","single","professional.course","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-1.1,94.767,-50.8,1.049,4963.6,"no"
"4952",56,"entrepreneur","married","university.degree","no","no","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"4953",23,"admin.","single","professional.course","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"4954",37,"admin.","married","university.degree","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
