"","X","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"3830",3830,35,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"3831",3831,56,"admin.","married","unknown","no","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"3832",3832,44,"unemployed","married","high.school","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3833",3833,36,"technician","married","high.school","no","no","no","cellular","nov","tue",2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
"3834",3834,55,"blue-collar","married","basic.9y","no","no","no","telephone","aug","tue",9,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"3835",3835,35,"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3836",3836,50,"unemployed","married","high.school","no","no","no","telephone","may","tue",3,999,0,"nonexistent",-1.8,93.876,-40,0.688,5008.7,"yes"
"3837",3837,31,"admin.","married","university.degree","no","no","yes","cellular","jul","mon",9,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"3838",3838,42,"admin.","married","high.school","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3839",3839,39,"services","married","high.school","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3840",3840,45,"admin.","single","professional.course","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"3841",3841,48,"admin.","single","university.degree","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"3842",3842,29,"admin.","divorced","university.degree","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"3843",3843,28,"services","single","professional.course","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
"3844",3844,53,"management","married","university.degree","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3845",3845,37,"blue-collar","married","basic.9y","no","unknown","unknown","cellular","may","wed",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"3846",3846,19,"student","single","unknown","no","yes","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"3847",3847,36,"technician","married","high.school","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"3848",3848,34,"technician","single","professional.course","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"3849",3849,41,"admin.","married","high.school","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"3850",3850,69,"retired","married","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"3851",3851,38,"blue-collar","divorced","high.school","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3852",3852,41,"admin.","single","university.degree","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"3853",3853,30,"admin.","divorced","high.school","no","yes","no","telephone","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3854",3854,37,"services","married","basic.9y","no","yes","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"3855",3855,40,"blue-collar","married","high.school","no","yes","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"3856",3856,57,"admin.","single","university.degree","unknown","yes","no","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
"3857",3857,31,"services","single","professional.course","no","yes","no","telephone","oct","tue",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.737,5017.5,"yes"
"3858",3858,26,"technician","single","professional.course","no","no","no","cellular","jul","thu",3,999,2,"failure",-1.7,94.215,-40.3,0.899,4991.6,"yes"
"3859",3859,52,"blue-collar","divorced","high.school","no","no","no","telephone","jun","wed",5,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"3860",3860,59,"services","married","high.school","no","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3861",3861,31,"services","married","university.degree","unknown","yes","no","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3862",3862,40,"technician","married","professional.course","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"3863",3863,24,"student","single","high.school","no","no","no","cellular","jul","wed",1,999,1,"failure",-2.9,92.469,-33.6,1.029,5076.2,"no"
"3864",3864,38,"technician","single","university.degree","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"3865",3865,32,"admin.","single","university.degree","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"3866",3866,41,"admin.","married","high.school","no","yes","yes","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"3867",3867,39,"self-employed","single","university.degree","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"3868",3868,37,"blue-collar","single","high.school","no","no","no","cellular","jul","tue",9,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3869",3869,36,"management","married","university.degree","no","yes","yes","telephone","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"3870",3870,30,"technician","single","university.degree","unknown","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"3871",3871,40,"admin.","married","high.school","no","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"3872",3872,52,"management","divorced","university.degree","no","yes","no","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3873",3873,44,"admin.","married","university.degree","unknown","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"3874",3874,50,"unemployed","married","professional.course","unknown","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3875",3875,32,"admin.","married","university.degree","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"3876",3876,30,"self-employed","single","university.degree","no","yes","no","cellular","nov","thu",3,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
"3877",3877,53,"admin.","married","university.degree","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3878",3878,45,"admin.","married","university.degree","no","no","yes","cellular","nov","wed",1,999,1,"failure",-3.4,92.649,-30.1,0.715,5017.5,"no"
"3879",3879,43,"admin.","divorced","university.degree","no","no","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"3880",3880,32,"technician","single","university.degree","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"3881",3881,35,"technician","married","university.degree","no","no","no","telephone","may","wed",6,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"3882",3882,26,"services","single","unknown","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"3883",3883,83,"retired","married","unknown","no","yes","no","cellular","sep","fri",1,999,0,"nonexistent",-3.4,92.379,-29.8,0.803,5017.5,"no"
"3884",3884,58,"retired","divorced","university.degree","no","yes","no","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
"3885",3885,50,"blue-collar","divorced","basic.4y","no","yes","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes"
"3886",3886,59,"retired","married","unknown","no","unknown","unknown","cellular","aug","wed",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"no"
"3887",3887,52,"admin.","divorced","high.school","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"3888",3888,24,"admin.","single","high.school","no","yes","no","telephone","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"3889",3889,43,"unknown","married","unknown","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3890",3890,36,"services","married","high.school","no","no","no","cellular","oct","fri",1,999,2,"failure",-3.4,92.431,-26.9,0.739,5017.5,"no"
"3891",3891,56,"admin.","married","high.school","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"3892",3892,38,"management","married","high.school","unknown","no","yes","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"3893",3893,30,"blue-collar","single","basic.9y","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"3894",3894,46,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3895",3895,56,"admin.","married","university.degree","no","unknown","unknown","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"3896",3896,32,"services","married","high.school","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3897",3897,47,"management","married","university.degree","no","yes","no","cellular","sep","mon",1,3,2,"success",-3.4,92.379,-29.8,0.771,5017.5,"yes"
"3898",3898,29,"admin.","married","high.school","no","yes","no","cellular","may","mon",4,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
"3899",3899,42,"services","married","high.school","no","no","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
"3900",3900,43,"admin.","single","high.school","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"3901",3901,42,"housemaid","married","high.school","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"3902",3902,34,"blue-collar","married","basic.6y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes"
"3903",3903,34,"technician","married","university.degree","no","no","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
"3904",3904,23,"blue-collar","single","basic.9y","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"3905",3905,34,"admin.","single","university.degree","unknown","no","yes","cellular","aug","mon",9,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"3906",3906,56,"unknown","married","basic.4y","no","no","no","cellular","oct","tue",1,2,2,"success",-3.4,92.431,-26.9,0.744,5017.5,"yes"
"3907",3907,38,"services","married","basic.6y","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3908",3908,30,"admin.","single","high.school","no","no","yes","cellular","nov","fri",2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"3909",3909,31,"self-employed","married","university.degree","no","no","yes","telephone","may","thu",6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"3910",3910,58,"housemaid","married","university.degree","unknown","yes","no","cellular","jul","mon",6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3911",3911,30,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"yes"
"3912",3912,25,"admin.","single","university.degree","no","no","yes","cellular","nov","mon",1,7,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes"
"3913",3913,41,"technician","married","university.degree","no","no","no","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"3914",3914,43,"blue-collar","married","basic.4y","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"3915",3915,55,"management","divorced","university.degree","no","no","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
"3916",3916,38,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"3917",3917,32,"technician","single","university.degree","no","no","yes","telephone","nov","thu",7,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"3918",3918,40,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"3919",3919,43,"admin.","married","university.degree","no","no","yes","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
"3920",3920,40,"admin.","married","professional.course","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"3921",3921,30,"management","married","university.degree","no","yes","no","cellular","aug","wed",6,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"3922",3922,33,"technician","single","university.degree","no","yes","no","cellular","mar","tue",1,999,0,"nonexistent",-1.8,92.843,-50,1.614,5099.1,"no"
"3923",3923,58,"retired","married","high.school","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
"3924",3924,31,"admin.","married","high.school","no","yes","yes","cellular","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"3925",3925,45,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","thu",9,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"3926",3926,30,"blue-collar","single","high.school","no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"yes"
"3927",3927,30,"services","married","high.school","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"3928",3928,56,"technician","divorced","professional.course","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3929",3929,30,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"3930",3930,34,"technician","divorced","professional.course","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"3931",3931,33,"housemaid","married","basic.4y","no","unknown","unknown","telephone","may","tue",8,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"3932",3932,36,"blue-collar","married","unknown","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"3933",3933,30,"admin.","single","university.degree","no","yes","yes","telephone","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"3934",3934,45,"entrepreneur","divorced","university.degree","no","yes","yes","telephone","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"3935",3935,47,"services","married","high.school","unknown","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"3936",3936,31,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"3937",3937,35,"blue-collar","married","basic.4y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"3938",3938,28,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"3939",3939,31,"management","married","high.school","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"3940",3940,46,"admin.","divorced","university.degree","unknown","yes","yes","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"3941",3941,24,"housemaid","married","basic.9y","no","no","no","cellular","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"3942",3942,44,"admin.","divorced","university.degree","no","yes","no","cellular","aug","wed",9,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"3943",3943,37,"services","married","basic.6y","unknown","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"3944",3944,33,"services","single","basic.6y","unknown","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3945",3945,51,"self-employed","married","university.degree","no","yes","yes","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"3946",3946,31,"technician","single","professional.course","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"3947",3947,63,"retired","divorced","university.degree","no","yes","yes","cellular","jul","thu",1,999,1,"failure",-2.9,92.469,-33.6,1.072,5076.2,"no"
"3948",3948,47,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3949",3949,59,"retired","married","basic.4y","no","no","no","cellular","may","mon",6,999,1,"failure",-1.8,92.893,-46.2,1.354,5099.1,"no"
"3950",3950,23,"management","single","university.degree","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"3951",3951,52,"blue-collar","married","basic.4y","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"3952",3952,53,"technician","married","professional.course","no","no","no","cellular","sep","tue",1,999,1,"failure",-3.4,92.379,-29.8,0.77,5017.5,"no"
"3953",3953,38,"admin.","married","high.school","no","yes","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"3954",3954,43,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"3955",3955,43,"admin.","married","high.school","no","yes","no","cellular","may","tue",3,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"3956",3956,44,"services","divorced","basic.9y","no","yes","no","telephone","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3957",3957,39,"admin.","married","university.degree","no","no","no","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.215,5076.2,"no"
"3958",3958,57,"housemaid","married","university.degree","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3959",3959,32,"admin.","single","high.school","no","no","no","cellular","nov","mon",2,999,2,"failure",-1.1,94.767,-50.8,1.048,4963.6,"no"
"3960",3960,31,"admin.","married","high.school","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"3961",3961,51,"technician","married","professional.course","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3962",3962,31,"blue-collar","single","high.school","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"3963",3963,38,"self-employed","married","basic.9y","no","no","yes","telephone","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"3964",3964,36,"management","married","university.degree","no","no","yes","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
"3965",3965,31,"technician","single","university.degree","unknown","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"3966",3966,35,"admin.","married","university.degree","no","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3967",3967,32,"blue-collar","married","professional.course","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"3968",3968,39,"technician","married","professional.course","no","yes","no","cellular","jul","thu",5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"3969",3969,36,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
"3970",3970,43,"blue-collar","married","basic.9y","no","no","yes","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"3971",3971,46,"management","married","basic.9y","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"3972",3972,59,"admin.","divorced","basic.9y","no","yes","no","cellular","may","thu",6,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
"3973",3973,34,"technician","married","professional.course","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"yes"
"3974",3974,36,"unemployed","single","high.school","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"3975",3975,27,"unknown","single","university.degree","no","no","no","cellular","mar","tue",1,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"no"
"3976",3976,33,"entrepreneur","married","basic.9y","unknown","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"3977",3977,48,"blue-collar","divorced","basic.4y","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"3978",3978,28,"blue-collar","single","basic.6y","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"3979",3979,52,"admin.","divorced","basic.9y","no","no","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes"
"3980",3980,26,"retired","single","high.school","no","unknown","unknown","cellular","jun","wed",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
"3981",3981,41,"admin.","married","university.degree","no","yes","yes","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no"
"3982",3982,40,"entrepreneur","married","university.degree","unknown","unknown","unknown","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"3983",3983,48,"admin.","married","basic.9y","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"3984",3984,31,"technician","married","university.degree","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"3985",3985,36,"blue-collar","married","basic.9y","unknown","yes","no","cellular","nov","mon",3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"3986",3986,63,"management","married","unknown","no","yes","no","cellular","sep","fri",2,999,2,"failure",-3.4,92.379,-29.8,0.803,5017.5,"no"
"3987",3987,52,"services","married","high.school","unknown","yes","no","telephone","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"3988",3988,42,"technician","married","basic.9y","no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"3989",3989,35,"blue-collar","married","high.school","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"3990",3990,58,"management","married","university.degree","unknown","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"3991",3991,53,"unknown","married","high.school","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"3992",3992,36,"services","married","high.school","no","no","no","telephone","jul","wed",2,999,0,"nonexistent",-1.7,94.215,-40.3,0.802,4991.6,"yes"
"3993",3993,54,"technician","married","professional.course","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,"no"
"3994",3994,44,"blue-collar","married","basic.4y","unknown","no","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"3995",3995,51,"admin.","divorced","university.degree","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"3996",3996,58,"blue-collar","married","basic.4y","no","yes","no","telephone","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"3997",3997,59,"retired","married","unknown","unknown","no","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"3998",3998,25,"services","single","high.school","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"3999",3999,45,"unemployed","married","university.degree","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
"4000",4000,37,"admin.","married","high.school","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"4001",4001,36,"technician","married","unknown","unknown","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"4002",4002,41,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"4003",4003,35,"blue-collar","married","professional.course","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"4004",4004,55,"management","married","university.degree","no","no","no","cellular","aug","mon",6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4005",4005,38,"admin.","married","high.school","no","yes","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"4006",4006,31,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"4007",4007,31,"housemaid","married","university.degree","unknown","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"4008",4008,30,"technician","single","professional.course","no","yes","no","cellular","aug","wed",5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"4009",4009,36,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4010",4010,53,"retired","married","basic.4y","unknown","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
