"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
23,"student","single","basic.9y","no","yes","no","cellular","jun","tue",189,1,6,3,"success",-1.7,94.055,-39.8,0.761,4991.6,"no"
24,"student","single","high.school","unknown","yes","yes","telephone","may","fri",103,7,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
34,"technician","married","high.school","unknown","yes","no","cellular","aug","mon",48,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"blue-collar","single","basic.6y","unknown","yes","no","telephone","jun","fri",55,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
62,"retired","married","basic.4y","no","no","no","cellular","aug","mon",317,1,9,2,"failure",-1.7,94.027,-38.3,0.898,4991.6,"yes"
27,"admin.","single","university.degree","no","no","no","telephone","jun","thu",64,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
36,"admin.","divorced","university.degree","unknown","yes","no","cellular","aug","mon",280,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
41,"technician","single","professional.course","unknown","no","yes","cellular","aug","tue",102,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
56,"admin.","divorced","university.degree","no","yes","no","cellular","aug","tue",479,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
28,"blue-collar","single","basic.9y","no","no","no","cellular","apr","mon",218,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099.1,"no"
37,"blue-collar","married","basic.9y","no","yes","yes","cellular","apr","fri",43,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"services","married","basic.6y","unknown","yes","yes","cellular","jul","mon",405,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
27,"admin.","single","high.school","no","yes","no","cellular","may","wed",296,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
36,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","mon",145,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"technician","married","professional.course","no","no","no","telephone","may","mon",29,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
30,"services","married","high.school","no","yes","no","cellular","nov","thu",174,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
33,"blue-collar","single","basic.9y","no","no","no","telephone","may","wed",159,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
47,"technician","married","university.degree","no","yes","no","cellular","nov","fri",322,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
48,"admin.","married","high.school","no","no","no","cellular","aug","wed",184,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
26,"admin.","single","university.degree","no","yes","no","cellular","jul","tue",1287,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
49,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","jun","tue",131,5,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
50,"technician","married","professional.course","no","no","no","cellular","jul","thu",683,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
32,"unemployed","single","university.degree","no","no","no","cellular","may","thu",213,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
27,"management","single","university.degree","no","yes","no","cellular","jul","mon",125,2,999,0,"nonexistent",-2.9,92.469,-33.6,0.944,5076.2,"yes"
42,"technician","single","university.degree","no","no","no","cellular","may","mon",45,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
48,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","mon",61,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
47,"housemaid","married","basic.4y","unknown","yes","no","telephone","jul","tue",159,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
57,"admin.","married","high.school","no","no","no","cellular","may","wed",644,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
68,"retired","divorced","high.school","no","yes","no","cellular","oct","mon",222,1,999,0,"nonexistent",-1.1,94.601,-49.5,1,4963.6,"yes"
36,"blue-collar","single","basic.9y","no","yes","yes","cellular","nov","fri",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
51,"technician","married","professional.course","no","yes","no","telephone","aug","fri",115,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.881,5076.2,"no"
37,"blue-collar","married","high.school","unknown","no","no","cellular","jul","thu",413,4,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
42,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","mon",189,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"admin.","married","university.degree","no","no","no","cellular","jul","thu",951,2,6,1,"success",-1.7,94.215,-40.3,0.846,4991.6,"yes"
33,"technician","single","professional.course","no","yes","no","cellular","aug","thu",719,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
52,"services","married","high.school","unknown","yes","no","cellular","aug","mon",99,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
39,"self-employed","divorced","high.school","no","no","no","cellular","sep","tue",108,2,3,1,"success",-3.4,92.379,-29.8,0.788,5017.5,"yes"
57,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",137,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
36,"self-employed","single","basic.6y","no","no","no","telephone","may","thu",180,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
38,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may","fri",565,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
34,"blue-collar","married","basic.9y","no","no","no","cellular","apr","thu",234,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
55,"admin.","divorced","university.degree","no","yes","no","cellular","jul","mon",404,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
55,"retired","divorced","high.school","no","yes","no","cellular","jul","tue",609,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
34,"services","married","high.school","no","no","no","telephone","may","thu",285,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
55,"admin.","married","high.school","unknown","yes","no","cellular","may","fri",41,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
31,"services","single","high.school","no","yes","no","cellular","may","wed",234,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
56,"technician","married","unknown","unknown","yes","yes","cellular","jul","fri",84,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
22,"services","single","professional.course","no","no","no","cellular","jul","tue",363,1,999,1,"failure",-1.7,94.215,-40.3,0.835,4991.6,"yes"
55,"entrepreneur","married","professional.course","unknown","yes","no","cellular","jul","fri",243,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
30,"services","married","high.school","no","no","no","cellular","may","fri",61,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
51,"technician","married","basic.6y","unknown","no","no","telephone","jun","fri",527,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
55,"blue-collar","married","basic.9y","unknown","no","yes","cellular","may","tue",829,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes"
44,"management","married","high.school","unknown","no","no","telephone","jul","mon",137,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
48,"admin.","single","university.degree","no","yes","no","cellular","may","wed",121,4,999,1,"failure",-1.8,93.876,-40,0.672,5008.7,"no"
33,"technician","divorced","high.school","no","no","no","telephone","may","tue",207,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
56,"blue-collar","married","professional.course","no","yes","no","cellular","jul","wed",289,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
31,"self-employed","married","university.degree","no","yes","no","cellular","aug","wed",15,10,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
44,"blue-collar","divorced","basic.4y","unknown","yes","no","telephone","may","tue",148,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
37,"technician","single","high.school","no","unknown","unknown","telephone","jun","wed",109,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
46,"admin.","married","high.school","unknown","no","no","telephone","jun","tue",490,6,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
70,"retired","married","basic.4y","no","no","no","cellular","apr","wed",167,2,999,1,"failure",-1.8,93.075,-47.1,1.415,5099.1,"yes"
54,"technician","single","high.school","no","yes","no","cellular","nov","fri",32,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
42,"management","married","university.degree","no","yes","yes","cellular","oct","mon",298,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.731,5017.5,"no"
30,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",85,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
36,"admin.","married","university.degree","no","yes","yes","telephone","may","tue",132,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
55,"housemaid","married","university.degree","no","yes","no","cellular","jul","wed",705,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
36,"admin.","married","university.degree","no","yes","no","telephone","jun","mon",152,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
47,"technician","single","professional.course","unknown","no","no","telephone","jun","mon",90,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
54,"technician","married","university.degree","no","yes","no","cellular","aug","wed",78,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
32,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","thu",155,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
37,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",79,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
34,"technician","divorced","university.degree","no","no","no","cellular","nov","fri",316,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes"
54,"technician","married","basic.6y","no","no","no","cellular","jul","thu",112,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"technician","married","university.degree","no","no","yes","cellular","aug","fri",124,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
33,"admin.","single","high.school","no","yes","no","telephone","may","fri",66,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
27,"services","married","high.school","unknown","no","no","telephone","jun","fri",73,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
44,"admin.","divorced","university.degree","unknown","yes","yes","telephone","may","tue",273,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
41,"blue-collar","married","basic.4y","unknown","yes","no","cellular","apr","fri",150,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
43,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",48,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
55,"retired","married","basic.4y","unknown","yes","no","cellular","jul","fri",129,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
46,"admin.","married","university.degree","unknown","no","no","telephone","jun","thu",93,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
37,"blue-collar","single","professional.course","no","yes","yes","cellular","may","wed",161,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
41,"admin.","married","university.degree","no","yes","yes","telephone","jun","thu",142,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
60,"admin.","married","professional.course","no","no","no","cellular","aug","tue",66,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
59,"retired","single","professional.course","unknown","yes","no","cellular","jul","thu",306,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
38,"technician","single","professional.course","no","yes","no","cellular","jul","thu",268,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
48,"blue-collar","married","basic.9y","unknown","no","no","cellular","aug","tue",213,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
27,"admin.","single","university.degree","no","no","no","telephone","may","mon",106,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"admin.","married","university.degree","no","yes","no","cellular","jun","fri",333,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
52,"technician","married","professional.course","unknown","yes","no","cellular","aug","tue",622,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
36,"technician","married","university.degree","no","yes","no","cellular","jul","mon",174,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
36,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",1217,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
39,"management","married","university.degree","no","yes","no","telephone","nov","fri",10,7,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
34,"admin.","single","university.degree","no","yes","no","cellular","mar","tue",568,1,6,3,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
45,"management","divorced","high.school","no","yes","no","cellular","aug","mon",272,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
27,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",135,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
32,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","fri",83,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
59,"technician","married","high.school","unknown","no","no","telephone","jul","thu",130,8,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
38,"technician","married","professional.course","no","yes","yes","telephone","may","fri",456,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"unemployed","married","basic.4y","unknown","yes","no","telephone","jul","tue",156,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
51,"entrepreneur","married","basic.6y","unknown","no","no","cellular","jul","fri",141,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",128,7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
45,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","tue",171,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
33,"unemployed","divorced","professional.course","no","unknown","unknown","telephone","may","mon",446,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
51,"services","married","high.school","unknown","yes","no","telephone","jul","mon",596,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
34,"services","married","high.school","no","no","yes","telephone","may","fri",659,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
69,"unknown","married","university.degree","no","yes","yes","cellular","sep","tue",109,2,3,1,"success",-3.4,92.379,-29.8,0.77,5017.5,"no"
31,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",162,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
41,"technician","single","university.degree","no","no","no","cellular","jul","thu",196,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
19,"student","single","unknown","no","yes","yes","cellular","apr","tue",278,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
33,"blue-collar","married","professional.course","no","no","no","telephone","may","mon",53,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"admin.","married","professional.course","no","no","no","cellular","jul","thu",108,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
25,"admin.","married","high.school","no","no","no","cellular","may","mon",261,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
47,"admin.","divorced","university.degree","unknown","no","no","cellular","may","wed",130,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
30,"technician","single","university.degree","no","no","yes","cellular","aug","fri",197,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
29,"services","married","high.school","no","yes","yes","cellular","jul","mon",151,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
58,"entrepreneur","married","basic.4y","no","yes","no","telephone","nov","mon",73,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
31,"admin.","single","professional.course","no","no","no","cellular","jul","tue",173,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"technician","married","professional.course","no","no","no","cellular","aug","tue",103,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
48,"blue-collar","divorced","professional.course","no","yes","no","cellular","nov","mon",219,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
32,"admin.","single","professional.course","no","yes","no","cellular","jul","wed",72,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.029,5076.2,"no"
44,"blue-collar","married","basic.4y","no","yes","yes","telephone","jun","fri",110,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
46,"management","married","university.degree","unknown","no","no","cellular","apr","fri",183,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"services","married","high.school","no","no","no","cellular","jul","wed",235,11,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
26,"admin.","single","basic.9y","no","yes","yes","cellular","jul","tue",687,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
31,"admin.","married","university.degree","no","yes","no","cellular","may","mon",712,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
24,"services","single","high.school","no","yes","no","cellular","apr","tue",1594,1,999,1,"failure",-1.8,93.075,-47.1,1.423,5099.1,"yes"
45,"blue-collar","married","basic.6y","no","no","no","cellular","nov","thu",834,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
33,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","wed",218,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
26,"student","single","university.degree","no","yes","no","cellular","jun","thu",112,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
49,"admin.","married","high.school","no","no","no","telephone","may","tue",157,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","fri",550,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
35,"admin.","single","basic.4y","unknown","no","no","telephone","may","wed",309,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"admin.","divorced","university.degree","no","no","yes","cellular","nov","thu",56,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
59,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","mon",108,7,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",66,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no"
44,"technician","married","university.degree","no","no","no","telephone","may","mon",125,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","tue",13,13,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
57,"retired","single","high.school","no","yes","yes","telephone","may","mon",507,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"technician","married","basic.9y","no","no","no","cellular","may","wed",226,4,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
31,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","mon",629,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"technician","divorced","professional.course","unknown","unknown","unknown","telephone","may","wed",182,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
30,"student","married","university.degree","no","yes","no","cellular","aug","mon",186,3,3,1,"success",-2.9,92.201,-31.4,0.821,5076.2,"yes"
60,"management","married","university.degree","no","no","no","cellular","jul","fri",241,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
23,"admin.","single","high.school","no","no","no","telephone","jul","thu",331,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.899,4991.6,"no"
31,"blue-collar","married","basic.6y","no","no","no","cellular","may","fri",294,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
49,"admin.","single","high.school","no","yes","no","telephone","jun","fri",68,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
39,"admin.","married","university.degree","no","yes","no","telephone","jun","tue",231,12,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
35,"technician","divorced","high.school","unknown","yes","no","telephone","aug","fri",117,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
32,"services","married","high.school","no","yes","no","telephone","may","wed",628,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"yes"
23,"admin.","single","high.school","no","no","no","cellular","may","fri",13,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
36,"technician","single","university.degree","no","no","no","telephone","nov","thu",61,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
36,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",499,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
58,"housemaid","married","professional.course","no","yes","no","cellular","aug","tue",98,10,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
53,"blue-collar","married","professional.course","no","no","yes","cellular","may","mon",28,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","nov","tue",168,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"no"
40,"management","married","university.degree","no","no","no","telephone","may","thu",319,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
33,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jul","wed",164,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
49,"admin.","single","basic.9y","no","yes","yes","cellular","nov","wed",259,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
43,"admin.","married","university.degree","no","yes","no","telephone","may","thu",493,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"admin.","single","university.degree","unknown","yes","no","cellular","aug","tue",64,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
58,"housemaid","married","basic.4y","unknown","no","no","cellular","nov","tue",91,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
39,"blue-collar","married","basic.6y","no","yes","no","telephone","jul","fri",25,1,14,1,"success",-1.7,94.215,-40.3,0.79,4991.6,"no"
48,"blue-collar","married","basic.6y","no","no","no","cellular","aug","thu",362,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
46,"blue-collar","married","high.school","unknown","yes","no","cellular","jul","thu",497,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"unemployed","married","university.degree","no","no","no","telephone","may","tue",592,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
28,"services","single","high.school","no","yes","yes","telephone","may","fri",386,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
44,"technician","married","unknown","no","no","yes","cellular","oct","tue",139,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"no"
32,"blue-collar","divorced","basic.9y","no","yes","no","telephone","nov","thu",1025,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
46,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","fri",342,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
19,"student","single","basic.9y","no","yes","no","telephone","aug","mon",85,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"no"
25,"entrepreneur","single","basic.9y","no","yes","no","cellular","jul","fri",263,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
32,"blue-collar","married","basic.9y","no","no","yes","telephone","may","tue",11,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
39,"entrepreneur","married","high.school","no","unknown","unknown","telephone","jun","mon",122,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
53,"housemaid","divorced","basic.6y","unknown","unknown","unknown","telephone","may","fri",85,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
31,"admin.","married","university.degree","no","yes","no","cellular","oct","thu",760,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.754,5017.5,"no"
53,"management","married","university.degree","no","yes","no","cellular","aug","mon",14,12,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
38,"blue-collar","married","high.school","unknown","yes","no","cellular","may","tue",151,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
22,"unemployed","single","high.school","no","yes","no","cellular","jul","thu",361,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes"
33,"unemployed","single","basic.9y","no","yes","no","telephone","aug","tue",5,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.889,4991.6,"no"
20,"student","single","high.school","no","yes","no","cellular","apr","thu",195,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
33,"admin.","married","university.degree","no","yes","no","cellular","sep","thu",272,2,999,0,"nonexistent",-1.1,94.199,-37.5,0.878,4963.6,"yes"
36,"housemaid","married","basic.4y","no","yes","yes","cellular","jul","mon",120,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
51,"technician","married","basic.9y","unknown","yes","yes","cellular","jul","mon",33,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
34,"admin.","single","university.degree","no","no","yes","telephone","may","wed",110,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
35,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",631,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
45,"blue-collar","married","basic.6y","unknown","yes","no","cellular","aug","wed",134,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
48,"technician","married","high.school","no","no","yes","telephone","may","tue",340,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
39,"housemaid","married","high.school","no","yes","no","telephone","may","fri",61,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
74,"retired","married","unknown","no","yes","yes","cellular","oct","wed",251,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"yes"
29,"unemployed","single","university.degree","no","no","no","telephone","jun","fri",6,17,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
53,"admin.","married","basic.9y","no","no","no","telephone","jun","fri",122,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
